Term,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanCurrentDaysDelinquent,LoanMonthsSinceOrigination,LoanOriginalAmount,LoanOriginationQuarter,MonthlyLoanPayment,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,decision
36,3,IL,Sales - Commission,Full-time,17.0,False,False,740.0,759.0,15.0,11.0,32.0,10,1068.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,58528.0,0.48,62293.0,28.0,0.85,0.0,0.22,"$25,000-49,999",False,3750.0,0,54,5000,Q3 2009,189.66,1.0,0,0,0.0,100,Approved
60,1,MI,Retail Management,Self-employed,44.0,False,False,660.0,679.0,5.0,4.0,19.0,4,183.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2537.0,0.63,1262.0,17.0,0.7,0.0,0.22,"$25,000-49,999",False,3750.0,0,2,10000,Q1 2014,258.03,1.0,0,0,0.0,1,Review
36,7,GA,Doctor,Employed,52.0,False,False,640.0,659.0,6.0,6.0,19.0,2,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,33144.0,1.02,0.0,11.0,1.0,1.0,0.07,"$100,000+",True,20000.0,0,25,2000,Q1 2012,74.83,1.0,0,0,0.0,40,Review
36,1,WA,Executive,Employed,121.0,True,False,660.0,679.0,12.0,10.0,32.0,5,540.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16824.0,0.95,845.0,29.0,0.93,1.0,0.25,"$100,000+",True,9606.25,0,2,3500,Q1 2014,140.16,1.0,0,0,0.0,1,Denied
60,1,NJ,Executive,Employed,197.0,False,False,700.0,719.0,11.0,10.0,24.0,9,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24724.0,0.54,19507.0,24.0,0.95,0.0,0.31,"$50,000-74,999",True,5583.333333,0,19,25000,Q3 2012,679.71,1.0,0,0,0.0,39,Review
60,7,NJ,Computer Programmer,Employed,4.0,False,False,660.0,679.0,6.0,5.0,11.0,2,146.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6824.0,0.68,3176.0,10.0,0.8,0.0,0.22,"$100,000+",True,10000.0,0,25,15000,Q1 2012,384.58,1.0,0,0,0.0,171,Review
60,1,OK,Tradesman - Mechanic,Employed,69.0,True,False,700.0,719.0,10.0,8.0,16.0,7,426.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13125.0,0.71,5175.0,16.0,0.93,0.0,0.2,"$50,000-74,999",True,5833.333333,0,15,16000,Q4 2012,402.13,1.0,0,0,0.0,188,Review
60,1,CA,Truck Driver,Employed,7.0,True,False,760.0,779.0,6.0,6.0,18.0,5,510.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,15039.0,0.58,10562.0,13.0,0.75,1.0,0.17,"$75,000-99,999",True,6250.0,160,10,20000,Q2 2013,520.35,1.0,0,0,0.0,1,Review
60,1,CA,Other,Employed,376.0,True,False,800.0,819.0,8.0,8.0,27.0,7,405.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31463.0,0.58,22253.0,25.0,0.96,0.0,0.18,"$50,000-74,999",True,4627.75,0,26,13000,Q1 2012,302.22,1.0,0,0,0.0,21,Approved
36,1,CA,Other,Self-employed,64.0,True,False,680.0,699.0,7.0,7.0,15.0,7,445.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17178.0,0.71,6822.0,14.0,1.0,0.0,0.22,"$100,000+",False,10416.666667,0,2,15000,Q1 2014,509.39,1.0,0,0,0.0,1,Review
36,1,NC,Other,Full-time,147.0,False,False,680.0,699.0,19.0,18.0,49.0,14,798.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,32015.0,0.49,31399.0,48.0,0.97,2.0,0.47,"$50,000-74,999",True,5416.666667,0,29,10000,Q4 2011,408.2,1.0,0,0,0.0,24,Denied
60,1,MO,Scientist,Employed,28.0,False,False,760.0,779.0,22.0,17.0,49.0,14,538.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15716.0,0.38,24584.0,38.0,1.0,0.0,0.26,"$75,000-99,999",True,6583.333333,0,38,15000,Q1 2011,376.75,1.0,0,0,0.0,374,Review
36,13,TX,Professional,Employed,57.0,False,False,720.0,739.0,4.0,3.0,9.0,3,422.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29524.0,0.73,10476.0,6.0,1.0,0.0,0.15,"$75,000-99,999",True,6466.666667,0,26,15000,Q1 2012,516.24,1.0,0,0,0.0,30,Review
36,1,CT,Professional,Full-time,118.0,True,False,700.0,719.0,7.0,7.0,30.0,3,307.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,11334.0,0.96,349.0,23.0,1.0,0.0,0.16,"$75,000-99,999",True,7083.333333,0,44,2500,Q3 2010,79.73,1.0,0,0,0.0,70,Approved
36,1,CA,Executive,Employed,131.0,True,False,660.0,679.0,11.0,9.0,33.0,5,557.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,4720.0,0.48,5030.0,27.0,1.0,2.0,0.18,"$100,000+",True,13375.0,0,31,5000,Q3 2011,217.74,1.0,0,0,0.0,101,Denied
60,12,OR,Other,Self-employed,43.0,False,False,680.0,699.0,5.0,4.0,14.0,2,15.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,190.0,0.25,560.0,13.0,0.84,0.0,0.22,"$1-24,999",False,833.333333,0,24,15000,Q1 2012,384.58,1.0,0,0,0.0,256,Review
60,1,MD,Civil Service,Employed,423.0,False,False,660.0,679.0,9.0,4.0,23.0,3,351.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,17814.0,0.52,11997.0,22.0,0.72,1.0,0.13,"$100,000+",True,10500.0,475,18,15000,Q3 2012,355.75,1.0,0,0,0.0,18,Approved
36,1,CA,Administrative Assistant,Full-time,87.0,False,False,620.0,639.0,6.0,6.0,22.0,6,743.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33994.0,0.97,763.0,21.0,1.0,0.0,0.31,"$25,000-49,999",True,3333.333333,0,31,2000,Q3 2011,85.99,1.0,0,0,0.0,9,Denied
60,18,MO,Other,Employed,345.0,False,False,740.0,759.0,1.0,1.0,20.0,1,25.0,1.0,2.0,2.0,1234.0,12.0,1.0,0.0,0.0,0.0,300.0,18.0,0.68,1.0,0.05,"$25,000-49,999",True,3325.833333,488,18,5000,Q3 2012,146.7,1.0,0,0,0.0,46,Review
36,1,FL,Nurse (RN),Employed,11.0,True,False,700.0,719.0,15.0,12.0,40.0,10,223.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4439.0,0.09,12257.0,24.0,0.95,3.0,0.28,"$50,000-74,999",True,5833.333333,0,4,6500,Q4 2013,214.62,1.0,0,0,0.0,1,Approved
36,1,FL,Analyst,Employed,165.0,True,False,760.0,779.0,16.0,15.0,32.0,11,624.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,10831.0,0.15,60932.0,25.0,0.96,3.0,0.28,"$100,000+",True,8750.0,0,0,21000,Q1 2014,689.4,1.0,0,0,0.0,1,Approved
60,1,NY,Other,Employed,121.0,True,False,760.0,779.0,35.0,34.0,48.0,32,2468.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,95882.0,0.63,50405.0,44.0,1.0,2.0,1.67,"$25,000-49,999",True,2083.333333,0,27,7500,Q4 2011,256.84,1.0,0,0,0.0,4,Denied
36,3,WI,Analyst,Employed,33.0,False,False,640.0,659.0,5.0,4.0,9.0,2,17.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,516.0,0.34,1000.0,9.0,0.77,1.0,0.14,"$25,000-49,999",True,3000.0,74,15,3927,Q4 2012,163.7,0.9818,0,0,0.0,80,Denied
36,1,TN,Food Service Management,Employed,164.0,True,False,640.0,659.0,18.0,15.0,36.0,12,669.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22118.0,0.82,4515.0,32.0,0.96,0.0,0.44,"$50,000-74,999",True,5416.666667,0,5,15000,Q4 2013,560.9,1.0,0,0,0.0,1,Review
36,2,MT,Clerical,Full-time,61.0,True,False,720.0,739.0,13.0,13.0,22.0,11,1183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50817.0,0.91,4793.0,21.0,1.0,0.0,0.41,"$50,000-74,999",True,4583.333333,0,36,7000,Q1 2011,267.3,1.0,0,0,0.0,106,Denied
36,1,PA,Other,Employed,18.0,False,False,700.0,719.0,8.0,8.0,20.0,5,573.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18338.0,0.75,6062.0,12.0,0.91,0.0,0.44,"$25,000-49,999",True,3466.666667,0,11,15000,Q2 2013,537.33,1.0,0,0,0.0,247,Review
36,1,MN,Executive,Employed,19.0,True,False,720.0,739.0,21.0,17.0,47.0,14,1874.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,177275.0,0.92,13719.0,41.0,1.0,0.0,0.42,"$100,000+",True,11333.333333,0,0,15000,Q1 2014,544.17,1.0,0,0,0.0,1,Review
36,1,HI,Other,Other,0.0,True,False,680.0,699.0,9.0,9.0,24.0,8,679.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30470.0,0.93,2240.0,21.0,1.0,0.0,0.26,"$25,000-49,999",True,3646.166667,0,4,7500,Q4 2013,252.67,1.0,0,0,0.0,1,Approved
60,1,KY,Nurse (RN),Employed,90.0,True,False,660.0,679.0,13.0,13.0,23.0,10,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22998.0,0.81,4950.0,22.0,0.95,0.0,0.21,"$75,000-99,999",True,6250.0,0,8,15000,Q3 2013,461.26,1.0,0,0,0.0,18,Denied
36,1,TN,Attorney,Employed,35.0,True,False,700.0,719.0,14.0,14.0,41.0,6,697.0,0.0,4.0,1.0,2226.0,0.0,0.0,0.0,17368.0,0.99,166.0,24.0,0.96,0.0,0.22,"$75,000-99,999",True,6333.333333,0,35,2000,Q2 2011,80.57,1.0,0,0,0.0,22,Denied
36,1,AR,Clerical,Employed,48.0,True,False,680.0,699.0,14.0,14.0,17.0,2,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,674.0,0.96,26.0,16.0,0.81,0.0,0.22,"$25,000-49,999",True,2750.0,0,17,3000,Q4 2012,130.28,1.0,0,0,0.0,21,Denied
36,1,WA,Engineer - Electrical,Employed,49.0,True,False,780.0,799.0,8.0,8.0,20.0,7,227.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,7448.0,0.34,11674.0,13.0,1.0,1.0,0.13,"$50,000-74,999",True,4750.0,0,40,6000,Q4 2010,240.95,1.0,0,0,0.0,106,Denied
60,1,CA,Military Officer,Employed,338.0,True,False,720.0,739.0,9.0,9.0,36.0,7,1410.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,96877.0,0.94,3390.0,25.0,1.0,0.0,0.3,"$100,000+",True,9166.666667,0,1,25000,Q1 2014,630.09,1.0,0,0,0.0,1,Review
36,6,IN,Sales - Commission,Employed,68.0,True,False,700.0,719.0,5.0,5.0,27.0,5,337.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,13128.0,0.76,577.0,27.0,0.7,1.0,0.1,"$50,000-74,999",True,4166.666667,0,36,2000,Q1 2011,73.81,1.0,0,0,0.0,45,Review
36,1,CA,Police Officer/Correction Officer,Full-time,262.0,False,True,740.0,759.0,7.0,6.0,30.0,4,115.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7070.0,0.33,14030.0,29.0,0.93,1.0,0.23,"$75,000-99,999",True,6916.666667,0,48,8700,Q1 2010,296.71,1.0,0,0,0.0,344,Review
60,1,AK,Nurse's Aide,Employed,147.0,False,False,660.0,679.0,19.0,16.0,28.0,15,404.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8584.0,0.67,2934.0,27.0,0.92,1.0,0.35,"$25,000-49,999",True,2530.416667,0,3,10000,Q4 2013,263.27,1.0,0,0,0.0,1,Review
60,1,TX,Other,Employed,11.0,True,False,720.0,739.0,7.0,6.0,12.0,4,987.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40752.0,0.94,2248.0,11.0,1.0,0.0,0.25,"$100,000+",True,10500.0,0,1,28000,Q1 2014,637.8,1.0,0,0,0.0,1,Review
36,1,NY,Teacher,Employed,273.0,False,False,680.0,699.0,20.0,16.0,50.0,9,327.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,6514.0,0.42,7046.0,41.0,0.82,0.0,0.22,"$50,000-74,999",True,6083.333333,0,3,8000,Q4 2013,263.39,1.0,0,0,0.0,1,Approved
60,1,OH,Other,Employed,316.0,True,False,700.0,719.0,8.0,7.0,31.0,5,156.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,4388.0,0.62,2612.0,30.0,0.9,1.0,0.08,"$50,000-74,999",True,4750.0,0,9,6000,Q2 2013,149.08,1.0,0,0,0.0,58,Review
60,1,FL,Professional,Employed,88.0,True,False,780.0,799.0,11.0,10.0,37.0,9,491.0,5.0,14.0,0.0,0.0,0.0,1.0,0.0,13948.0,0.83,2802.0,31.0,0.87,0.0,0.15,"$100,000+",True,13333.333333,0,12,25000,Q1 2013,564.87,1.0,0,0,0.0,430,Approved
60,3,FL,Teacher,Employed,209.0,True,False,820.0,839.0,15.0,14.0,30.0,15,212.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6295.0,0.12,40616.0,30.0,1.0,1.0,0.25,"$50,000-74,999",True,4250.0,57,26,25000,Q1 2012,613.81,1.0,0,0,0.0,434,Approved
60,16,ID,Bus Driver,Employed,89.0,False,False,660.0,679.0,3.0,2.0,35.0,2,33.0,2.0,2.0,0.0,0.0,14.0,1.0,1.0,187.0,0.23,613.0,30.0,0.77,1.0,0.14,"$1-24,999",True,1381.75,0,26,6000,Q1 2012,153.83,1.0,0,0,0.0,22,Review
36,13,CA,Other,Self-employed,12.0,False,False,660.0,679.0,3.0,1.0,28.0,1,10.0,0.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,27.0,0.62,0.0,0.22,"$50,000-74,999",False,4333.333333,485,26,2500,Q1 2012,99.23,1.0,0,0,0.0,48,Denied
60,13,IL,Student - College Graduate Student,Employed,39.0,False,False,640.0,659.0,11.0,9.0,28.0,8,597.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,26038.0,0.93,1727.0,16.0,1.0,3.0,0.11,"$100,000+",True,9583.333333,0,3,4000,Q4 2013,122.0,1.0,0,0,0.0,3,Denied
36,1,MA,Other,Other,146.0,True,False,760.0,779.0,15.0,13.0,37.0,10,211.0,1.0,2.0,1.0,1287.0,0.0,0.0,0.0,3689.0,0.28,4283.0,32.0,0.79,0.0,0.22,"$1-24,999",False,1889.0,0,9,4000,Q2 2013,163.56,1.0,0,0,0.0,75,Denied
60,1,CA,Sales - Commission,Employed,13.0,False,False,640.0,659.0,7.0,7.0,11.0,6,416.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15305.0,0.84,2643.0,11.0,0.9,0.0,0.16,"$75,000-99,999",True,6666.666667,41,7,15000,Q3 2013,421.48,1.0,0,0,0.0,1,Review
60,3,NC,Tradesman - Mechanic,Employed,4.0,True,False,700.0,719.0,6.0,4.0,14.0,3,346.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,12900.0,0.83,2290.0,14.0,1.0,0.0,0.2,"$50,000-74,999",True,4416.666667,0,2,15000,Q1 2014,404.11,1.0,0,0,0.0,113,Denied
36,1,IL,Truck Driver,Employed,69.0,True,False,640.0,659.0,11.0,11.0,17.0,9,247.0,2.0,6.0,3.0,304.0,5.0,0.0,0.0,15075.0,0.57,2772.0,14.0,0.81,0.0,0.16,"$50,000-74,999",True,4416.666667,0,4,4000,Q4 2013,168.17,1.0,0,0,0.0,1,Denied
36,1,IL,Analyst,Full-time,22.0,True,False,700.0,719.0,16.0,13.0,27.0,8,539.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,24165.0,0.77,6985.0,26.0,0.92,1.0,0.16,"$100,000+",True,10000.0,0,44,8000,Q3 2010,309.47,1.0,0,0,0.0,77,Denied
60,1,WA,Professional,Employed,294.0,True,False,760.0,779.0,13.0,12.0,30.0,8,197.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.0,0.12,28568.0,27.0,0.96,2.0,0.1,"$100,000+",True,9666.666667,0,1,18000,Q1 2014,365.75,1.0,0,0,0.0,317,Approved
36,1,GA,Other,Employed,80.0,True,False,680.0,699.0,8.0,8.0,18.0,6,521.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17959.0,0.97,461.0,15.0,1.0,0.0,0.27,"$50,000-74,999",True,5500.0,569,29,10000,Q4 2011,408.2,1.0,0,0,0.0,186,Denied
36,1,TX,Professional,Employed,224.0,False,False,700.0,719.0,10.0,9.0,31.0,6,654.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,26821.0,0.8,6379.0,28.0,1.0,1.0,0.52,"$50,000-74,999",True,5000.0,0,2,15000,Q1 2014,547.95,1.0,0,0,0.0,1,Review
36,1,UT,Other,Self-employed,59.0,True,False,620.0,639.0,16.0,16.0,26.0,15,2229.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,149586.0,0.99,524.0,25.0,0.96,0.0,0.22,"$25,000-49,999",False,3250.0,0,33,7500,Q2 2011,322.47,1.0,0,0,0.0,24,Denied
36,1,CA,Professional,Employed,44.0,False,False,720.0,739.0,14.0,13.0,22.0,6,135.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6256.0,0.25,17950.0,19.0,1.0,0.0,0.12,"$75,000-99,999",True,6333.333333,0,23,2500,Q2 2012,79.49,1.0,0,0,0.0,21,Approved
60,1,FL,Teacher,Employed,279.0,True,False,800.0,819.0,15.0,15.0,28.0,13,1015.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20325.0,0.36,31143.0,26.0,1.0,0.0,0.33,"$50,000-74,999",True,5833.333333,0,8,15000,Q3 2013,314.95,1.0,0,0,0.0,182,Approved
36,2,MA,Teacher,Employed,26.0,True,False,660.0,679.0,3.0,3.0,32.0,1,11.0,1.0,2.0,0.0,0.0,24.0,1.0,0.0,11.0,0.01,989.0,30.0,0.6,0.0,0.13,"$75,000-99,999",True,7083.333333,0,5,6100,Q4 2013,208.45,1.0,0,0,0.0,1,Review
36,7,NY,Professional,Employed,14.0,True,False,640.0,659.0,12.0,10.0,21.0,7,333.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5713.0,0.92,487.0,20.0,0.65,0.0,0.35,"$25,000-49,999",True,3333.333333,0,5,10000,Q4 2013,395.96,1.0,0,0,0.0,1,Denied
36,7,IL,Clerical,Employed,267.0,False,False,720.0,739.0,9.0,7.0,27.0,5,295.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7528.0,0.85,1002.0,25.0,1.0,1.0,0.37,"$25,000-49,999",True,2250.0,0,3,2000,Q4 2013,67.52,1.0,0,0,0.0,5,Review
36,1,AR,Professional,Employed,163.0,True,False,680.0,699.0,9.0,8.0,39.0,7,572.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,15242.0,0.74,5250.0,37.0,0.94,1.0,0.13,"$75,000-99,999",True,7365.583333,0,24,2000,Q1 2012,63.59,1.0,0,0,0.0,41,Approved
60,18,SC,Laborer,Employed,137.0,True,False,740.0,759.0,10.0,10.0,28.0,5,420.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,7857.0,0.29,14728.0,28.0,0.96,0.0,0.26,"$50,000-74,999",True,5833.333333,0,20,13000,Q3 2012,380.73,1.0,0,0,0.0,168,Review
36,1,VA,Nurse (RN),Employed,29.0,False,False,680.0,699.0,10.0,10.0,28.0,7,265.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13327.0,0.77,3786.0,15.0,1.0,0.0,0.35,"$25,000-49,999",True,3750.0,0,2,10000,Q1 2014,341.78,1.0,0,0,0.0,3,Review
36,2,NY,Professor,Employed,6.0,True,False,760.0,779.0,11.0,11.0,18.0,9,403.0,0.0,1.0,1.0,75.0,0.0,0.0,0.0,20893.0,0.35,38757.0,15.0,1.0,0.0,0.22,"$25,000-49,999",False,2666.666667,0,8,3000,Q3 2013,103.39,1.0,0,0,0.0,1,Review
36,1,TN,Nurse (LPN),Employed,149.0,True,False,660.0,679.0,14.0,13.0,37.0,10,400.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,10365.0,0.53,5789.0,34.0,1.0,0.0,0.49,"$25,000-49,999",True,3333.333333,0,5,4000,Q4 2013,169.78,1.0,0,0,0.0,1,Denied
36,1,FL,Professional,Employed,227.0,True,False,700.0,719.0,11.0,9.0,25.0,8,467.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14594.0,0.98,113.0,23.0,1.0,0.0,0.26,"$25,000-49,999",True,3333.333333,0,4,10000,Q4 2013,325.02,1.0,0,0,0.0,1,Approved
36,1,AZ,Professional,Employed,236.0,True,False,660.0,679.0,10.0,10.0,48.0,10,325.0,0.0,5.0,0.0,0.0,25.0,1.0,0.0,8713.0,0.67,3049.0,40.0,0.79,1.0,0.16,"$75,000-99,999",True,8000.0,0,3,13000,Q4 2013,448.42,1.0,0,0,0.0,1,Review
60,1,FL,Administrative Assistant,Self-employed,82.0,False,False,660.0,679.0,9.0,9.0,48.0,6,223.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6746.0,0.77,1168.0,17.0,0.94,0.0,0.22,"$25,000-49,999",False,2083.333333,0,4,4000,Q4 2013,99.3,1.0,0,0,0.0,37,Review
36,2,OH,Attorney,Full-time,12.0,True,False,780.0,799.0,14.0,10.0,39.0,5,209.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,13099.0,0.26,37006.0,20.0,0.95,2.0,0.25,"$50,000-74,999",True,5000.0,0,46,3500,Q2 2010,111.63,1.0,0,0,0.0,152,Approved
60,1,NC,Medical Technician,Employed,318.0,True,True,720.0,739.0,13.0,13.0,19.0,10,449.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10286.0,0.6,6440.0,19.0,1.0,0.0,0.21,"$75,000-99,999",True,7783.333333,0,37,11500,Q1 2011,251.7,1.0,0,0,0.0,66,Approved
36,1,CT,Police Officer/Correction Officer,Employed,168.0,True,False,680.0,699.0,11.0,10.0,35.0,7,281.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,11779.0,0.87,1467.0,33.0,1.0,2.0,0.3,"$75,000-99,999",True,6250.0,0,10,20000,Q2 2013,759.57,1.0,0,0,0.0,307,Review
36,1,WI,Civil Service,Full-time,428.0,False,False,600.0,619.0,14.0,13.0,27.0,9,340.0,0.0,3.0,1.0,55.0,0.0,0.0,0.0,10422.0,0.92,828.0,23.0,0.95,1.0,0.29,"$50,000-74,999",True,4166.666667,0,14,4000,Q1 2013,161.99,1.0,0,0,0.0,27,Denied
60,1,CO,Administrative Assistant,Employed,404.0,True,False,760.0,779.0,9.0,9.0,36.0,8,309.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,6112.0,0.84,979.0,29.0,0.79,0.0,0.29,"$25,000-49,999",True,3980.0,0,11,20000,Q2 2013,532.55,1.0,0,0,0.0,1,Review
36,1,TX,Nurse (LPN),Employed,2.0,True,False,700.0,719.0,9.0,7.0,27.0,5,216.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7886.0,0.9,793.0,22.0,0.95,0.0,0.31,"$25,000-49,999",True,3833.333333,0,28,3500,Q4 2011,151.45,1.0,0,0,0.0,77,Denied
36,3,MI,Medical Technician,Employed,35.0,False,False,700.0,719.0,8.0,7.0,21.0,3,271.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,4867.0,0.28,11683.0,19.0,0.94,1.0,0.28,"$50,000-74,999",True,5208.333333,728,29,10000,Q4 2011,408.2,1.0,0,0,0.0,166,Denied
60,1,IN,Tradesman - Electrician,Employed,151.0,True,False,720.0,739.0,8.0,8.0,23.0,6,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21517.0,0.73,5162.0,17.0,1.0,0.0,0.31,"$75,000-99,999",True,6250.0,0,2,20000,Q1 2014,469.0,1.0,0,0,0.0,1,Review
36,2,FL,Skilled Labor,Employed,96.0,False,False,660.0,679.0,10.0,9.0,26.0,11,570.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12790.0,0.51,10677.0,26.0,0.92,0.0,0.32,"$50,000-74,999",True,5416.666667,0,12,5000,Q1 2013,188.99,1.0,0,0,0.0,3,Review
36,1,KS,Police Officer/Correction Officer,Employed,106.0,True,False,660.0,679.0,9.0,9.0,15.0,7,618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25753.0,0.91,2194.0,14.0,1.0,0.0,0.42,"$25,000-49,999",True,3166.666667,0,40,4000,Q4 2010,179.48,1.0,0,0,0.0,112,Denied
60,1,CA,Analyst,Employed,160.0,False,False,660.0,679.0,4.0,4.0,8.0,4,118.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0,3516.0,0.83,266.0,8.0,0.75,0.0,0.05,"$100,000+",True,10283.333333,0,3,15000,Q4 2013,394.91,1.0,0,0,0.0,2,Review
36,1,NJ,Other,Not employed,0.0,False,False,680.0,699.0,15.0,14.0,19.0,4,95.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,871.0,0.8,191.0,15.0,1.0,0.0,0.22,Not employed,False,0.0,0,10,2000,Q2 2013,86.38,1.0,0,0,0.0,1,Denied
36,7,CA,Other,Full-time,56.0,True,False,680.0,699.0,13.0,11.0,28.0,8,758.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27826.0,0.59,17161.0,28.0,1.0,0.0,0.33,"$50,000-74,999",True,4797.333333,0,31,4000,Q3 2011,129.61,1.0,0,0,0.0,48,Approved
36,1,TX,Computer Programmer,Employed,113.0,True,False,680.0,699.0,20.0,19.0,43.0,15,1610.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,56430.0,0.64,25662.0,41.0,1.0,0.0,0.41,"$50,000-74,999",True,6115.166667,0,16,10000,Q4 2012,326.87,1.0,0,0,0.0,192,Approved
60,1,AL,Skilled Labor,Employed,4.0,True,False,740.0,759.0,14.0,13.0,41.0,8,451.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,27842.0,0.3,63558.0,37.0,0.97,1.0,0.37,"$50,000-74,999",True,5000.0,0,1,15000,Q1 2014,351.75,1.0,0,0,0.0,1,Review
60,1,CT,Professional,Employed,55.0,False,False,680.0,699.0,14.0,14.0,16.0,13,1189.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47106.0,0.9,4384.0,16.0,1.0,1.0,0.26,"$75,000-99,999",True,7670.5,0,1,25000,Q1 2014,605.96,1.0,0,0,0.0,1,Review
36,7,FL,Engineer - Mechanical,Employed,59.0,False,False,660.0,679.0,6.0,4.0,36.0,4,69.0,0.0,5.0,3.0,2485.0,32.0,0.0,0.0,3269.0,0.23,10647.0,22.0,0.59,0.0,0.22,"$25,000-49,999",False,3333.333333,0,43,5000,Q3 2010,224.34,1.0,0,0,0.0,155,Denied
